image_name,timestamp
frame1.0.jpg,0.0
frame5.0.jpg,133.46666666666667
frame9.0.jpg,266.93333333333334
frame13.0.jpg,400.40000000000003
frame17.0.jpg,533.8666666666667
frame21.0.jpg,667.3333333333334
frame25.0.jpg,800.8000000000001
frame29.0.jpg,934.2666666666667
frame33.0.jpg,1067.7333333333333
frame37.0.jpg,1201.2
frame41.0.jpg,1334.6666666666667
frame45.0.jpg,1468.1333333333334
frame49.0.jpg,1601.6000000000001
frame53.0.jpg,1735.0666666666668
frame57.0.jpg,1868.5333333333333
frame61.0.jpg,2002.0000000000002
frame65.0.jpg,2135.4666666666667
frame69.0.jpg,2268.9333333333334
frame73.0.jpg,2402.4
frame77.0.jpg,2535.866666666667
frame81.0.jpg,2669.3333333333335
frame85.0.jpg,2802.8
frame89.0.jpg,2936.266666666667
frame93.0.jpg,3069.7333333333336
frame97.0.jpg,3203.2000000000003
frame101.0.jpg,3336.666666666667
frame105.0.jpg,3470.1333333333337
frame109.0.jpg,3603.6000000000004
frame113.0.jpg,3737.0666666666666
frame117.0.jpg,3870.5333333333333
frame121.0.jpg,4004.0000000000005
frame125.0.jpg,4137.466666666666
frame129.0.jpg,4270.933333333333
frame133.0.jpg,4404.4
frame137.0.jpg,4537.866666666667
frame141.0.jpg,4671.333333333333
frame145.0.jpg,4804.8
frame149.0.jpg,4938.266666666667
frame153.0.jpg,5071.733333333334
frame157.0.jpg,5205.200000000001
frame161.0.jpg,5338.666666666667
frame165.0.jpg,5472.133333333334
frame169.0.jpg,5605.6
frame173.0.jpg,5739.066666666667
frame177.0.jpg,5872.533333333334
frame181.0.jpg,6006.0
frame185.0.jpg,6139.466666666667
frame189.0.jpg,6272.933333333333
frame193.0.jpg,6406.400000000001
frame197.0.jpg,6539.866666666667
frame201.0.jpg,6673.333333333334
frame205.0.jpg,6806.8
frame209.0.jpg,6940.266666666667
frame213.0.jpg,7073.7333333333345
frame217.0.jpg,7207.200000000001
frame221.0.jpg,7340.666666666667
frame225.0.jpg,7474.133333333333
frame229.0.jpg,7607.6
frame233.0.jpg,7741.066666666667
frame237.0.jpg,7874.533333333334
frame241.0.jpg,8008.000000000001
frame245.0.jpg,8141.466666666666
frame249.0.jpg,8274.933333333332
frame253.0.jpg,8408.4
frame257.0.jpg,8541.866666666667
frame261.0.jpg,8675.333333333334
frame265.0.jpg,8808.8
frame269.0.jpg,8942.266666666666
frame273.0.jpg,9075.733333333334
frame277.0.jpg,9209.2
frame281.0.jpg,9342.666666666666
frame285.0.jpg,9476.133333333333
frame289.0.jpg,9609.6
frame293.0.jpg,9743.066666666668
frame297.0.jpg,9876.533333333335
